season,round,raceName,date,time,circuitId,circuit,location,country,long,lat
1996,16,Japanese Grand Prix,10/13/96,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
1997,1,Australian Grand Prix,3/9/97,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
1997,2,Brazilian Grand Prix,3/30/97,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
1997,3,Argentine Grand Prix,4/13/97,N/A,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-58.4593,-34.6943
1997,4,San Marino Grand Prix,4/27/97,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
1997,5,Monaco Grand Prix,5/11/97,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
1997,6,Spanish Grand Prix,5/25/97,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
1997,7,Canadian Grand Prix,6/15/97,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
1997,8,French Grand Prix,6/29/97,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
1997,9,British Grand Prix,7/13/97,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
1997,10,German Grand Prix,7/27/97,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
1997,11,Hungarian Grand Prix,8/10/97,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
1997,12,Belgian Grand Prix,8/24/97,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
1997,13,Italian Grand Prix,9/7/97,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
1997,14,Austrian Grand Prix,9/21/97,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
1997,15,Luxembourg Grand Prix,9/28/97,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
1997,16,Japanese Grand Prix,10/12/97,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
1997,17,European Grand Prix,10/26/97,N/A,jerez,Circuito de Jerez,Jerez de la Frontera,Spain,-6.03417,36.7083
1998,1,Australian Grand Prix,3/8/98,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
1998,2,Brazilian Grand Prix,3/29/98,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
1998,3,Argentine Grand Prix,4/12/98,N/A,galvez,Autódromo Juan y Oscar Gálvez,Buenos Aires,Argentina,-58.4593,-34.6943
1998,4,San Marino Grand Prix,4/26/98,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
1998,5,Spanish Grand Prix,5/10/98,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
1998,6,Monaco Grand Prix,5/24/98,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
1998,7,Canadian Grand Prix,6/7/98,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
1998,8,French Grand Prix,6/28/98,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
1998,9,British Grand Prix,7/12/98,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
1998,10,Austrian Grand Prix,7/26/98,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
1998,11,German Grand Prix,8/2/98,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
1998,12,Hungarian Grand Prix,8/16/98,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
1998,13,Belgian Grand Prix,8/30/98,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
1998,14,Italian Grand Prix,9/13/98,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
1998,15,Luxembourg Grand Prix,9/27/98,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
1998,16,Japanese Grand Prix,11/1/98,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
1999,1,Australian Grand Prix,3/7/99,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
1999,2,Brazilian Grand Prix,4/11/99,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
1999,3,San Marino Grand Prix,5/2/99,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
1999,4,Monaco Grand Prix,5/16/99,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
1999,5,Spanish Grand Prix,5/30/99,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
1999,6,Canadian Grand Prix,6/13/99,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
1999,7,French Grand Prix,6/27/99,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
1999,8,British Grand Prix,7/11/99,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
1999,9,Austrian Grand Prix,7/25/99,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
1999,10,German Grand Prix,8/1/99,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
1999,11,Hungarian Grand Prix,8/15/99,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
1999,12,Belgian Grand Prix,8/29/99,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
1999,13,Italian Grand Prix,9/12/99,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
1999,14,European Grand Prix,9/26/99,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
1999,15,Malaysian Grand Prix,10/17/99,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
1999,16,Japanese Grand Prix,10/31/99,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2000,1,Australian Grand Prix,3/12/00,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2000,2,Brazilian Grand Prix,3/26/00,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2000,3,San Marino Grand Prix,4/9/00,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2000,4,British Grand Prix,4/23/00,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2000,5,Spanish Grand Prix,5/7/00,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2000,6,European Grand Prix,5/21/00,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2000,7,Monaco Grand Prix,6/4/00,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2000,8,Canadian Grand Prix,6/18/00,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2000,9,French Grand Prix,7/2/00,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2000,10,Austrian Grand Prix,7/16/00,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2000,11,German Grand Prix,7/30/00,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2000,12,Hungarian Grand Prix,8/13/00,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2000,13,Belgian Grand Prix,8/27/00,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2000,14,Italian Grand Prix,9/10/00,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2000,15,United States Grand Prix,9/24/00,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2000,16,Japanese Grand Prix,10/8/00,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2000,17,Malaysian Grand Prix,10/22/00,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2001,1,Australian Grand Prix,3/4/01,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2001,2,Malaysian Grand Prix,3/18/01,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2001,3,Brazilian Grand Prix,4/1/01,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2001,4,San Marino Grand Prix,4/15/01,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2001,5,Spanish Grand Prix,4/29/01,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2001,6,Austrian Grand Prix,5/13/01,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2001,7,Monaco Grand Prix,5/27/01,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2001,8,Canadian Grand Prix,6/10/01,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2001,9,European Grand Prix,6/24/01,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2001,10,French Grand Prix,7/1/01,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2001,11,British Grand Prix,7/15/01,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2001,12,German Grand Prix,7/29/01,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2001,13,Hungarian Grand Prix,8/19/01,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2001,14,Belgian Grand Prix,9/2/01,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2001,15,Italian Grand Prix,9/16/01,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2001,16,United States Grand Prix,9/30/01,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2001,17,Japanese Grand Prix,10/14/01,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2002,1,Australian Grand Prix,3/3/02,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2002,2,Malaysian Grand Prix,3/17/02,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2002,3,Brazilian Grand Prix,3/31/02,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2002,4,San Marino Grand Prix,4/14/02,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2002,5,Spanish Grand Prix,4/28/02,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2002,6,Austrian Grand Prix,5/12/02,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2002,7,Monaco Grand Prix,5/26/02,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2002,8,Canadian Grand Prix,6/9/02,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2002,9,European Grand Prix,6/23/02,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2002,10,British Grand Prix,7/7/02,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2002,11,French Grand Prix,7/21/02,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2002,12,German Grand Prix,7/28/02,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2002,13,Hungarian Grand Prix,8/18/02,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2002,14,Belgian Grand Prix,9/1/02,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2002,15,Italian Grand Prix,9/15/02,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2002,16,United States Grand Prix,9/29/02,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2002,17,Japanese Grand Prix,10/13/02,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2003,1,Australian Grand Prix,3/9/03,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2003,2,Malaysian Grand Prix,3/23/03,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2003,3,Brazilian Grand Prix,4/6/03,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2003,4,San Marino Grand Prix,4/20/03,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2003,5,Spanish Grand Prix,5/4/03,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2003,6,Austrian Grand Prix,5/18/03,N/A,red_bull_ring,Red Bull Ring,Spielberg,Austria,14.7647,47.2197
2003,7,Monaco Grand Prix,6/1/03,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2003,8,Canadian Grand Prix,6/15/03,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2003,9,European Grand Prix,6/29/03,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2003,10,French Grand Prix,7/6/03,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2003,11,British Grand Prix,7/20/03,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2003,12,German Grand Prix,8/3/03,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2003,13,Hungarian Grand Prix,8/24/03,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2003,14,Italian Grand Prix,9/14/03,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2003,15,United States Grand Prix,9/28/03,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2003,16,Japanese Grand Prix,10/12/03,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2004,1,Australian Grand Prix,3/7/04,N/A,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2004,2,Malaysian Grand Prix,3/21/04,N/A,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2004,3,Bahrain Grand Prix,4/4/04,N/A,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2004,4,San Marino Grand Prix,4/25/04,N/A,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2004,5,Spanish Grand Prix,5/9/04,N/A,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2004,6,Monaco Grand Prix,5/23/04,N/A,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2004,7,European Grand Prix,5/30/04,N/A,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2004,8,Canadian Grand Prix,6/13/04,N/A,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2004,9,United States Grand Prix,6/20/04,N/A,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2004,10,French Grand Prix,7/4/04,N/A,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2004,11,British Grand Prix,7/11/04,N/A,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2004,12,German Grand Prix,7/25/04,N/A,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2004,13,Hungarian Grand Prix,8/15/04,N/A,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2004,14,Belgian Grand Prix,8/29/04,N/A,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2004,15,Italian Grand Prix,9/12/04,N/A,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2004,16,Chinese Grand Prix,9/26/04,N/A,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2004,17,Japanese Grand Prix,10/10/04,N/A,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2004,18,Brazilian Grand Prix,10/24/04,N/A,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2005,1,Australian Grand Prix,3/6/05,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2005,2,Malaysian Grand Prix,3/20/05,15:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2005,3,Bahrain Grand Prix,4/3/05,14:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2005,4,San Marino Grand Prix,4/24/05,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2005,5,Spanish Grand Prix,5/8/05,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2005,6,Monaco Grand Prix,5/22/05,14:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2005,7,European Grand Prix,5/29/05,14:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2005,8,Canadian Grand Prix,6/12/05,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2005,9,United States Grand Prix,6/19/05,14:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2005,10,French Grand Prix,7/3/05,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2005,11,British Grand Prix,7/10/05,14:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2005,12,German Grand Prix,7/24/05,14:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2005,13,Hungarian Grand Prix,7/31/05,14:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2005,14,Turkish Grand Prix,8/21/05,15:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2005,15,Italian Grand Prix,9/4/05,14:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2005,16,Belgian Grand Prix,9/11/05,14:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2005,17,Brazilian Grand Prix,9/25/05,14:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2005,18,Japanese Grand Prix,10/9/05,14:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2005,19,Chinese Grand Prix,10/16/05,14:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2006,1,Bahrain Grand Prix,3/12/06,14:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2006,2,Malaysian Grand Prix,3/19/06,15:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2006,3,Australian Grand Prix,4/2/06,14:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2006,4,San Marino Grand Prix,4/23/06,14:00:00Z,imola,Autodromo Enzo e Dino Ferrari,Imola,Italy,11.7167,44.3439
2006,5,European Grand Prix,5/7/06,14:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2006,6,Spanish Grand Prix,5/14/06,14:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2006,7,Monaco Grand Prix,5/28/06,14:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2006,8,British Grand Prix,6/11/06,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2006,9,Canadian Grand Prix,6/25/06,13:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2006,10,United States Grand Prix,7/2/06,14:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2006,11,French Grand Prix,7/16/06,14:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2006,12,German Grand Prix,7/30/06,14:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2006,13,Hungarian Grand Prix,8/6/06,14:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2006,14,Turkish Grand Prix,8/27/06,15:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2006,15,Italian Grand Prix,9/10/06,14:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2006,16,Chinese Grand Prix,10/1/06,14:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2006,17,Japanese Grand Prix,10/8/06,14:00:00Z,suzuka,Suzuka Circuit,Suzuka,Japan,136.541,34.8431
2006,18,Brazilian Grand Prix,10/22/06,14:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2007,1,Australian Grand Prix,3/18/07,03:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2007,2,Malaysian Grand Prix,4/8/07,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2007,3,Bahrain Grand Prix,4/15/07,11:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2007,4,Spanish Grand Prix,5/13/07,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2007,5,Monaco Grand Prix,5/27/07,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2007,6,Canadian Grand Prix,6/10/07,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2007,7,United States Grand Prix,6/17/07,17:00:00Z,indianapolis,Indianapolis Motor Speedway,Indianapolis,USA,-86.2347,39.795
2007,8,French Grand Prix,7/1/07,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2007,9,British Grand Prix,7/8/07,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2007,10,European Grand Prix,7/22/07,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
2007,11,Hungarian Grand Prix,8/5/07,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2007,12,Turkish Grand Prix,8/26/07,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2007,13,Italian Grand Prix,9/9/07,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2007,14,Belgian Grand Prix,9/16/07,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2007,15,Japanese Grand Prix,9/30/07,04:30:00Z,fuji,Fuji Speedway,Oyama,Japan,138.927,35.3717
2007,16,Chinese Grand Prix,10/7/07,06:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2007,17,Brazilian Grand Prix,10/21/07,16:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2008,1,Australian Grand Prix,3/16/08,04:30:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2008,2,Malaysian Grand Prix,3/23/08,07:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2008,3,Bahrain Grand Prix,4/6/08,11:30:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2008,4,Spanish Grand Prix,4/27/08,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2008,5,Turkish Grand Prix,5/11/08,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2008,6,Monaco Grand Prix,5/25/08,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2008,7,Canadian Grand Prix,6/8/08,17:00:00Z,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,-73.5228,45.5
2008,8,French Grand Prix,6/22/08,12:00:00Z,magny_cours,Circuit de Nevers Magny-Cours,Magny Cours,France,3.16361,46.8642
2008,9,British Grand Prix,7/6/08,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2008,10,German Grand Prix,7/20/08,12:00:00Z,hockenheimring,Hockenheimring,Hockenheim,Germany,8.56583,49.3278
2008,11,Hungarian Grand Prix,8/3/08,12:00:00Z,hungaroring,Hungaroring,Budapest,Hungary,19.2486,47.5789
2008,12,European Grand Prix,8/24/08,12:00:00Z,valencia,Valencia Street Circuit,Valencia,Spain,-0.331667,39.4589
2008,13,Belgian Grand Prix,9/7/08,12:00:00Z,spa,Circuit de Spa-Francorchamps,Spa,Belgium,5.97139,50.4372
2008,14,Italian Grand Prix,9/14/08,12:00:00Z,monza,Autodromo Nazionale di Monza,Monza,Italy,9.28111,45.6156
2008,15,Singapore Grand Prix,9/28/08,12:00:00Z,marina_bay,Marina Bay Street Circuit,Marina Bay,Singapore,103.864,1.2914
2008,16,Japanese Grand Prix,10/12/08,04:30:00Z,fuji,Fuji Speedway,Oyama,Japan,138.927,35.3717
2008,17,Chinese Grand Prix,10/19/08,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2008,18,Brazilian Grand Prix,11/2/08,17:00:00Z,interlagos,Autódromo José Carlos Pace,São Paulo,Brazil,-46.6997,-23.7036
2009,1,Australian Grand Prix,3/29/09,06:00:00Z,albert_park,Albert Park Grand Prix Circuit,Melbourne,Australia,144.968,-37.8497
2009,2,Malaysian Grand Prix,4/5/09,09:00:00Z,sepang,Sepang International Circuit,Kuala Lumpur,Malaysia,101.738,2.76083
2009,3,Chinese Grand Prix,4/19/09,07:00:00Z,shanghai,Shanghai International Circuit,Shanghai,China,121.22,31.3389
2009,4,Bahrain Grand Prix,4/26/09,12:00:00Z,bahrain,Bahrain International Circuit,Sakhir,Bahrain,50.5106,26.0325
2009,5,Spanish Grand Prix,5/10/09,12:00:00Z,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,2.26111,41.57
2009,6,Monaco Grand Prix,5/24/09,12:00:00Z,monaco,Circuit de Monaco,Monte-Carlo,Monaco,7.42056,43.7347
2009,7,Turkish Grand Prix,6/7/09,12:00:00Z,istanbul,Istanbul Park,Istanbul,Turkey,29.405,40.9517
2009,8,British Grand Prix,6/21/09,12:00:00Z,silverstone,Silverstone Circuit,Silverstone,UK,-1.01694,52.0786
2009,9,German Grand Prix,7/12/09,12:00:00Z,nurburgring,Nürburgring,Nürburg,Germany,6.9475,50.3356
